fire_id,ignition_lat,ignition_lon,ignition_time,zone,spread_radius_km,duration_hours,acres_burned,temperature,humidity,wind_speed,rainfall,drought_index,impact_score
CAF-2020-0176,33.9505,-117.4512,2020-05-19 09:00:00,Inland Empire,1.43,6.9,1067.1,25.1,51.3,14.1,0.51,2.47,0.0
CAF-2020-0177,35.9229,-118.0263,2020-08-06 13:00:00,Central Valley Foothills,1.96,25.2,1696.2,36.1,15.1,30.2,0.02,9.6,1.5
CAF-2023-0178,33.4563,-117.9787,2023-11-03 13:00:00,Southern California,0.3,12.3,33.5,16.2,49.6,39.8,6.51,5.31,0.0
CAF-2022-0179,39.3475,-120.5265,2022-04-06 17:00:00,Shasta Cascade,0.91,6.4,287.7,18.9,54.4,23.3,4.94,3.45,0.0
CAF-2019-0180,39.672,-119.1316,2019-12-02 09:00:00,Northern Sierra Nevada,1.08,42.7,479.0,24.9,51.8,6.9,2.41,4.8,0.0
CAF-2018-0181,41.7687,-120.3616,2018-12-01 12:00:00,Shasta Cascade,3.68,46.0,6369.8,16.0,45.7,34.3,5.68,2.16,0.0
CAF-2020-0182,33.2019,-120.4072,2020-05-14 09:00:00,Southern California,3.27,25.3,5328.0,26.9,64.5,9.7,0.88,4.52,0.0
CAF-2023-0183,35.6727,-118.5248,2023-08-02 07:00:00,Central Valley Foothills,4.76,25.0,4294.0,39.6,5.0,52.4,0.08,6.66,3.46
CAF-2020-0184,33.926,-118.9795,2020-09-22 09:00:00,Santa Barbara Ventura,0.78,9.6,152.5,43.0,29.0,27.4,0.77,7.6,0.0
CAF-2021-0185,34.6586,-116.1271,2021-06-20 06:00:00,Inland Empire,0.1,3.7,3.7,42.9,20.0,37.8,0.56,7.53,0.09
CAF-2023-0186,39.7303,-120.7339,2023-06-24 06:00:00,Northern Sierra Nevada,0.25,19.1,14.5,39.8,8.5,22.5,0.37,10.0,2.67
CAF-2019-0187,39.9465,-120.1819,2019-10-07 07:00:00,Northern Sierra Nevada,0.96,5.3,555.5,38.4,27.1,22.0,0.59,4.8,0.0
CAF-2018-0188,32.5242,-116.6905,2018-04-21 08:00:00,San Diego County,5.29,45.9,15985.9,23.2,52.2,40.9,3.34,4.12,0.0
CAF-2021-0189,41.4807,-121.8298,2021-07-17 14:00:00,Shasta Cascade,4.25,58.8,7734.1,39.5,17.4,43.5,0.19,7.16,0.91
CAF-2019-0190,36.6284,-119.6023,2019-08-20 08:00:00,Santa Barbara Ventura,6.78,60.8,19909.4,33.6,25.2,42.4,0.57,8.54,0.0
CAF-2020-0191,37.9262,-121.6795,2020-10-25 10:00:00,Bay Area Hills,4.01,34.3,3624.8,38.9,5.3,39.3,0.05,4.94,2.8
CAF-2018-0192,42.0,-123.0293,2018-02-12 07:00:00,Shasta Cascade,1.19,2.4,613.7,8.9,48.2,9.1,2.85,4.64,0.0
CAF-2023-0193,35.3879,-118.2124,2023-08-22 14:00:00,Inland Empire,0.98,23.5,436.8,33.3,19.9,46.0,0.06,6.67,0.13
CAF-2023-0194,32.5,-115.6957,2023-10-21 14:00:00,San Diego County,3.6,33.5,2910.8,42.9,19.4,42.3,0.16,4.49,0.0
CAF-2023-0195,37.0162,-118.8107,2023-06-17 10:00:00,Central Valley Foothills,1.55,5.6,1217.0,28.7,21.8,32.2,0.26,6.91,0.0
CAF-2023-0196,32.5,-117.965,2023-11-10 16:00:00,Southern California,1.61,12.1,1133.2,10.7,44.1,16.5,3.03,1.92,0.0
CAF-2018-0197,38.3722,-120.6486,2018-12-26 15:00:00,Central Valley Foothills,0.38,16.1,46.4,17.7,50.0,23.8,0.6,1.91,0.0
CAF-2020-0198,34.1724,-118.5788,2020-07-25 15:00:00,Southern California,4.12,72.9,3518.3,34.6,18.7,34.4,0.2,9.23,0.9
CAF-2021-0199,37.9213,-119.3693,2021-11-01 07:00:00,Central Valley Foothills,0.32,8.5,40.0,18.6,47.6,18.5,1.42,0.97,0.0
CAF-2021-0200,32.5,-117.207,2021-04-16 13:00:00,Southern California,2.88,31.3,4894.7,17.0,46.1,33.1,1.85,1.88,0.0
CAF-2021-0201,42.0,-122.163,2021-12-24 15:00:00,Shasta Cascade,0.75,8.2,314.3,18.6,50.2,8.4,1.02,2.77,0.0
CAF-2023-0202,39.5408,-121.3032,2023-10-12 08:00:00,Northern Sierra Nevada,3.27,43.0,5288.5,38.3,16.2,49.9,0.3,6.49,1.04
CAF-2018-0203,35.1246,-118.2112,2018-06-08 09:00:00,Southern California,1.71,28.4,889.0,45.8,14.8,35.2,0.32,10.0,1.7
CAF-2022-0204,35.515,-119.4804,2022-07-10 17:00:00,Santa Barbara Ventura,3.79,22.4,4606.0,36.9,8.9,42.8,0.13,6.84,2.51
CAF-2022-0205,37.8346,-119.9729,2022-06-26 07:00:00,Northern Sierra Nevada,0.62,13.8,113.5,37.9,13.8,36.8,0.75,7.16,1.28
CAF-2022-0206,38.5185,-121.1294,2022-08-10 07:00:00,Northern Sierra Nevada,1.83,33.8,1701.2,34.1,39.1,12.9,0.05,6.31,0.0
CAF-2021-0207,38.4166,-120.6498,2021-05-04 08:00:00,Northern Sierra Nevada,1.09,6.9,254.7,30.0,56.1,24.4,0.26,1.48,0.0
CAF-2021-0208,42.0,-122.9589,2021-09-03 13:00:00,Shasta Cascade,4.39,39.7,3374.1,39.3,13.2,38.2,0.17,9.01,2.04
CAF-2023-0209,39.8424,-121.9701,2023-07-04 09:00:00,Northern Sierra Nevada,6.78,55.8,21823.3,36.5,11.6,40.7,0.04,6.89,2.14
CAF-2020-0210,37.54,-121.4712,2020-09-20 18:00:00,Bay Area Hills,5.4,38.5,11141.8,47.9,22.6,48.8,0.19,9.61,0.52
CAF-2023-0211,40.3622,-122.3637,2023-03-14 15:00:00,Shasta Cascade,4.78,43.7,9293.1,23.3,47.4,24.8,3.25,3.55,0.0
CAF-2022-0212,32.5,-118.1263,2022-09-11 15:00:00,Southern California,0.27,5.1,32.3,37.0,20.2,60.8,0.28,4.46,0.0
CAF-2022-0213,33.5393,-117.2888,2022-12-17 17:00:00,Inland Empire,3.66,7.0,2233.6,21.5,60.7,32.6,6.36,1.77,0.0
CAF-2019-0214,34.787,-117.7055,2019-09-17 18:00:00,Santa Barbara Ventura,3.65,29.6,4499.4,34.5,7.9,47.6,0.49,6.91,2.79
CAF-2018-0215,41.4713,-120.8675,2018-10-25 09:00:00,Shasta Cascade,1.83,31.9,1948.7,30.1,26.1,26.3,0.0,8.78,0.0
CAF-2021-0216,41.7688,-122.4057,2021-12-04 14:00:00,Shasta Cascade,2.61,20.2,3254.7,13.0,40.4,40.3,11.24,2.33,0.0
CAF-2018-0217,35.2836,-117.1139,2018-06-25 19:00:00,Southern California,2.58,1.6,3491.9,32.3,19.7,37.1,0.88,8.17,0.44
CAF-2021-0218,33.6284,-117.1871,2021-07-21 10:00:00,Inland Empire,6.97,56.7,26522.5,34.4,10.8,31.8,0.14,8.49,2.49
CAF-2019-0219,42.0,-120.3194,2019-12-08 17:00:00,Northern Sierra Nevada,0.55,17.3,55.2,26.8,67.4,27.1,1.27,1.91,0.0
CAF-2019-0220,33.3147,-117.8594,2019-08-22 18:00:00,Southern California,9.48,71.8,26364.1,39.4,11.1,36.4,0.95,6.3,2.23
CAF-2018-0221,42.0,-123.1943,2018-12-19 07:00:00,Shasta Cascade,2.07,13.1,1754.7,23.4,51.8,7.8,1.3,5.75,0.0
CAF-2021-0222,41.4873,-121.3929,2021-07-13 08:00:00,Northern Sierra Nevada,2.67,30.5,3996.3,27.3,19.7,17.8,0.04,8.96,0.29
CAF-2020-0223,32.5,-116.9705,2020-10-02 16:00:00,San Diego County,1.69,15.1,1067.7,32.6,14.1,34.6,0.07,8.18,1.47
CAF-2018-0224,33.3705,-117.5088,2018-10-06 18:00:00,San Diego County,0.87,6.2,301.4,42.6,15.2,31.5,0.2,5.7,0.64
CAF-2020-0225,34.5405,-118.239,2020-08-10 14:00:00,Inland Empire,0.76,4.4,142.6,37.4,7.7,42.7,0.17,5.32,2.23
CAF-2022-0226,35.1359,-118.4853,2022-06-27 11:00:00,Santa Barbara Ventura,0.38,19.0,26.0,31.4,21.3,12.1,0.31,6.96,0.0
CAF-2022-0227,34.4954,-120.333,2022-09-14 12:00:00,Santa Barbara Ventura,0.66,33.5,73.5,50.0,12.9,36.4,0.19,6.61,1.35
CAF-2022-0228,39.3287,-119.5118,2022-09-16 13:00:00,Northern Sierra Nevada,3.28,5.3,1760.8,42.3,12.8,32.0,0.32,8.92,1.94
CAF-2022-0229,34.6021,-119.0318,2022-12-02 07:00:00,Southern California,2.8,25.7,4773.7,14.7,33.8,20.7,1.79,4.09,0.0
CAF-2023-0230,33.9736,-118.7351,2023-08-13 10:00:00,Southern California,0.47,1.7,95.4,37.0,10.7,22.5,0.34,8.05,1.85
CAF-2018-0231,38.4754,-123.6772,2018-05-08 18:00:00,Shasta Cascade,2.09,19.0,2189.7,24.4,61.5,1.3,1.29,3.49,0.0
CAF-2023-0232,37.8479,-119.1154,2023-12-08 18:00:00,Central Valley Foothills,2.86,18.9,2419.2,16.3,44.3,26.8,0.45,1.4,0.0
CAF-2022-0233,33.9568,-117.6247,2022-04-13 08:00:00,Inland Empire,0.47,11.4,118.1,18.2,52.7,5.6,2.21,2.45,0.0
CAF-2022-0234,35.1348,-118.4774,2022-07-05 19:00:00,Southern California,3.42,21.1,4396.0,50.0,8.1,48.8,0.3,8.25,3.01
CAF-2020-0235,34.617,-120.8643,2020-12-10 14:00:00,Santa Barbara Ventura,0.42,17.5,90.9,20.4,37.3,14.2,7.74,2.47,0.0
CAF-2020-0236,35.5854,-118.1946,2020-07-10 09:00:00,Santa Barbara Ventura,4.07,32.4,7751.2,31.9,25.4,33.0,0.24,7.88,0.0
CAF-2022-0237,38.5879,-119.9923,2022-07-11 13:00:00,Northern Sierra Nevada,2.96,38.3,1605.3,37.3,17.8,36.9,0.39,9.15,1.04
CAF-2022-0238,41.9623,-122.8319,2022-10-23 18:00:00,Shasta Cascade,1.55,17.8,1465.3,41.9,13.7,13.7,0.01,7.14,1.01
CAF-2020-0239,37.5361,-119.5429,2020-07-24 09:00:00,Central Valley Foothills,4.27,32.5,4794.8,41.8,5.9,65.1,0.02,7.67,3.65
CAF-2022-0240,35.6923,-119.7598,2022-06-16 16:00:00,Santa Barbara Ventura,2.33,3.9,887.6,35.6,27.8,58.8,0.26,6.74,0.0
CAF-2020-0241,32.7498,-115.7426,2020-07-18 19:00:00,San Diego County,4.39,56.5,7768.4,36.5,18.1,49.7,0.14,7.8,1.0
CAF-2023-0242,37.1576,-121.5726,2023-11-25 06:00:00,Northern Sierra Nevada,0.61,3.6,159.2,24.1,42.2,23.1,1.73,3.08,0.0
CAF-2021-0243,34.7506,-118.1033,2021-06-06 19:00:00,Southern California,3.84,38.3,8564.0,40.0,5.0,59.0,0.1,8.6,3.88
CAF-2021-0244,37.747,-121.4748,2021-07-21 15:00:00,Bay Area Hills,2.32,15.8,2658.2,38.9,18.5,47.1,0.29,7.03,0.58
CAF-2022-0245,34.67,-116.4241,2022-10-07 08:00:00,Southern California,7.86,65.5,22659.4,48.3,20.9,52.6,0.8,7.95,0.75
CAF-2023-0246,40.6914,-121.2162,2023-12-16 06:00:00,Shasta Cascade,0.17,10.1,6.0,16.0,53.9,12.0,3.74,2.0,0.0
CAF-2018-0247,33.8495,-119.5972,2018-08-12 11:00:00,Southern California,2.63,19.0,1283.7,43.0,12.2,48.6,0.03,7.16,1.91
CAF-2019-0248,35.0456,-118.4714,2019-12-16 18:00:00,Santa Barbara Ventura,2.38,17.1,891.7,15.2,44.5,19.2,5.68,4.13,0.0
CAF-2019-0249,33.7572,-117.1531,2019-03-07 12:00:00,Southern California,2.96,13.9,2086.4,15.6,51.5,37.7,0.26,1.69,0.0
CAF-2019-0250,34.1931,-117.7708,2019-10-05 08:00:00,Inland Empire,0.5,22.4,85.9,42.4,9.8,30.6,0.16,8.16,2.17
CAF-2018-0251,34.6458,-118.7503,2018-08-20 10:00:00,Santa Barbara Ventura,1.01,3.2,623.6,42.0,24.5,17.6,0.38,6.82,0.0
CAF-2019-0252,35.502,-117.5036,2019-09-04 18:00:00,Southern California,2.2,21.6,1953.4,38.9,10.1,26.9,1.03,7.6,2.06
CAF-2023-0253,35.612,-120.4632,2023-06-02 14:00:00,Southern California,2.95,28.6,2371.7,45.5,8.9,18.7,0.31,6.67,2.03
CAF-2018-0254,34.9602,-119.4254,2018-09-02 13:00:00,Santa Barbara Ventura,3.11,16.1,2316.1,41.7,27.3,21.1,0.31,10.0,0.0
CAF-2023-0255,33.8127,-116.9347,2023-08-22 19:00:00,Inland Empire,4.33,27.6,11337.3,33.7,5.1,38.6,0.17,6.9,3.25
CAF-2022-0256,35.6412,-117.9083,2022-06-04 18:00:00,Southern California,2.66,13.0,2745.4,41.4,20.4,39.6,0.27,6.17,0.0
CAF-2023-0257,36.5313,-122.3001,2023-10-03 08:00:00,Bay Area Hills,2.37,25.0,2033.2,40.7,16.5,33.1,0.02,8.76,1.12
CAF-2020-0258,33.8936,-119.4668,2020-05-06 19:00:00,Santa Barbara Ventura,0.25,4.9,23.8,12.5,49.0,2.3,2.16,0.0,0.0
CAF-2023-0259,37.8886,-119.6302,2023-11-09 19:00:00,Central Valley Foothills,3.1,47.1,5181.5,32.6,42.8,7.2,2.41,1.98,0.0
CAF-2019-0260,37.4,-121.3065,2019-10-23 07:00:00,Central Valley Foothills,1.19,6.1,280.2,37.0,18.6,29.1,0.26,7.81,0.37
CAF-2018-0261,37.9908,-122.0089,2018-07-25 14:00:00,Bay Area Hills,0.46,25.2,48.0,38.5,6.6,51.8,0.13,7.58,3.02
CAF-2023-0262,37.7141,-122.6358,2023-05-02 10:00:00,Bay Area Hills,3.28,5.4,1921.2,20.8,36.3,15.6,0.35,2.95,0.0
CAF-2019-0263,39.0671,-119.2502,2019-01-07 08:00:00,Central Valley Foothills,1.32,24.6,799.7,23.5,46.2,1.4,0.74,2.66,0.0
CAF-2020-0264,40.4016,-120.9186,2020-09-10 16:00:00,Northern Sierra Nevada,1.01,31.4,251.4,38.5,12.8,34.9,0.0,7.88,1.63
CAF-2018-0265,34.3058,-118.5405,2018-01-24 12:00:00,Santa Barbara Ventura,4.62,45.2,4580.2,21.8,50.2,41.7,5.19,3.31,0.0
CAF-2020-0266,32.6033,-116.2318,2020-05-03 08:00:00,San Diego County,2.57,28.1,1324.7,30.7,57.0,19.7,9.61,3.92,0.0
CAF-2020-0267,40.1512,-121.6002,2020-11-26 14:00:00,Shasta Cascade,0.1,1.4,4.5,21.2,49.2,24.9,1.06,4.86,0.0
CAF-2023-0268,34.7741,-119.2868,2023-10-01 07:00:00,Santa Barbara Ventura,0.22,5.4,25.2,40.9,12.8,36.5,0.06,10.0,2.01
CAF-2021-0269,37.2979,-119.2009,2021-07-01 13:00:00,Central Valley Foothills,2.41,8.8,1902.7,43.8,11.6,15.3,0.14,8.1,1.7
CAF-2020-0270,37.1003,-118.6909,2020-12-15 17:00:00,Central Valley Foothills,1.21,37.7,322.5,15.3,50.8,24.0,8.62,0.97,0.0
CAF-2020-0271,39.4847,-121.744,2020-07-25 07:00:00,Northern Sierra Nevada,1.06,1.0,659.7,50.0,12.6,38.0,0.01,8.5,1.83
CAF-2023-0272,37.2742,-121.1428,2023-07-08 17:00:00,Central Valley Foothills,3.4,24.7,3586.9,48.4,16.9,25.5,0.04,9.16,1.08
CAF-2018-0273,34.5723,-118.654,2018-09-05 18:00:00,Southern California,2.07,7.0,1794.8,42.1,11.1,13.9,0.55,8.72,1.88
CAF-2018-0274,33.5014,-116.2054,2018-10-26 19:00:00,Inland Empire,4.0,1.6,9709.7,41.6,16.6,35.9,0.19,9.74,1.44
CAF-2023-0275,36.55,-120.2743,2023-11-04 11:00:00,Central Valley Foothills,1.16,13.5,429.7,25.4,63.2,24.9,2.19,0.0,0.0
CAF-2019-0276,37.3015,-122.23,2019-07-07 06:00:00,Bay Area Hills,0.11,12.4,2.0,43.7,18.6,35.0,0.38,8.93,0.6
CAF-2023-0277,40.5889,-118.7402,2023-09-20 07:00:00,Northern Sierra Nevada,0.11,1.0,6.7,38.3,16.3,27.8,0.06,7.77,0.73
CAF-2021-0278,39.9615,-122.4679,2021-09-25 07:00:00,Shasta Cascade,1.77,23.9,1591.1,37.4,37.2,30.7,0.09,4.71,0.0
CAF-2023-0279,34.1353,-118.3128,2023-11-01 13:00:00,Inland Empire,1.88,11.4,1992.0,16.3,53.7,25.3,15.13,3.02,0.0
CAF-2018-0280,40.1118,-120.1067,2018-08-09 08:00:00,Northern Sierra Nevada,2.11,6.0,2496.1,32.6,5.0,35.9,0.89,7.76,3.24
CAF-2023-0281,34.2527,-115.8243,2023-08-08 19:00:00,Southern California,3.25,26.5,4297.5,39.0,5.6,48.9,0.05,7.29,3.3
CAF-2020-0282,40.0753,-124.2287,2020-06-08 09:00:00,Shasta Cascade,2.81,31.0,1920.2,40.3,13.9,40.2,0.26,7.73,1.57
CAF-2023-0283,32.8709,-115.9084,2023-12-25 06:00:00,San Diego County,0.3,18.0,14.7,14.7,51.3,14.7,2.34,3.1,0.0
CAF-2019-0284,33.0144,-117.3473,2019-03-26 11:00:00,Inland Empire,0.4,7.5,61.4,19.2,48.4,13.8,1.74,2.55,0.0
CAF-2022-0285,38.0281,-118.7242,2022-05-19 13:00:00,Northern Sierra Nevada,1.14,2.2,757.1,23.5,46.7,29.8,13.82,2.56,0.0
CAF-2021-0286,34.0312,-118.2229,2021-12-02 07:00:00,Santa Barbara Ventura,0.42,27.2,61.4,21.7,45.2,30.6,4.91,4.06,0.0
CAF-2021-0287,37.4468,-120.4387,2021-08-02 12:00:00,Northern Sierra Nevada,4.15,73.4,2812.6,41.8,26.7,24.5,0.18,8.05,0.0
CAF-2018-0288,36.5294,-120.4965,2018-06-03 13:00:00,Central Valley Foothills,5.24,46.9,5981.9,41.4,10.5,52.7,0.25,9.12,2.88
CAF-2023-0289,36.3523,-116.0928,2023-11-22 15:00:00,Inland Empire,0.25,15.7,38.4,15.7,43.2,9.3,1.42,1.8,0.0
CAF-2018-0290,35.8106,-119.5675,2018-06-17 16:00:00,Central Valley Foothills,2.9,1.1,4241.5,44.6,14.4,27.7,0.08,10.0,1.74
CAF-2020-0291,37.8287,-119.8235,2020-07-17 11:00:00,Central Valley Foothills,8.56,69.8,29225.7,35.2,9.6,56.2,0.13,7.07,2.94
CAF-2020-0292,36.7387,-120.6121,2020-06-14 19:00:00,Central Valley Foothills,4.08,51.6,10213.0,38.4,17.0,31.0,0.06,10.0,1.35
CAF-2019-0293,40.3822,-120.8273,2019-06-13 14:00:00,Shasta Cascade,2.13,11.9,1599.9,35.7,11.9,31.7,0.48,5.96,1.45
CAF-2022-0294,41.7916,-121.3257,2022-06-04 09:00:00,Shasta Cascade,0.97,1.0,503.4,39.4,5.0,22.0,0.12,9.32,3.26
CAF-2021-0295,41.2483,-122.2449,2021-01-24 11:00:00,Shasta Cascade,1.81,28.6,865.6,15.1,42.4,28.4,6.46,4.76,0.0
CAF-2020-0296,32.5,-115.5326,2020-07-21 12:00:00,San Diego County,1.5,12.5,610.1,28.6,20.1,43.5,0.13,5.3,0.0
CAF-2023-0297,32.6922,-118.3438,2023-08-13 18:00:00,San Diego County,3.59,26.3,2953.1,36.1,5.5,44.8,0.1,7.52,3.34
CAF-2018-0298,35.3569,-119.1687,2018-12-22 16:00:00,Southern California,0.72,31.4,282.8,21.6,55.2,1.0,11.61,3.05,0.0
CAF-2018-0299,38.2374,-119.0698,2018-05-27 13:00:00,Northern Sierra Nevada,2.18,23.3,2520.4,15.9,53.0,1.9,0.74,1.94,0.0
CAF-2022-0300,37.4006,-122.416,2022-08-19 12:00:00,Northern Sierra Nevada,3.98,53.3,5952.7,33.1,18.8,44.6,0.04,5.75,0.35
CAF-2022-0301,40.2024,-122.691,2022-06-17 12:00:00,Shasta Cascade,0.33,24.5,39.8,35.7,15.6,38.9,0.38,6.01,0.7
CAF-2018-0302,33.942,-117.9448,2018-09-27 07:00:00,Inland Empire,3.49,43.7,2288.4,46.7,21.0,25.6,0.11,6.07,0.0
CAF-2018-0303,38.9857,-119.6364,2018-08-11 13:00:00,Northern Sierra Nevada,0.16,1.9,7.8,40.3,6.2,46.6,0.12,6.66,2.82
CAF-2021-0304,38.9573,-118.6241,2021-04-13 14:00:00,Northern Sierra Nevada,0.7,8.0,186.4,25.8,41.8,31.0,1.38,2.86,0.0
CAF-2021-0305,35.5143,-119.4092,2021-07-11 11:00:00,Central Valley Foothills,4.87,47.1,8120.6,40.4,5.5,26.0,0.32,7.53,3.13
CAF-2018-0306,34.1385,-118.6736,2018-08-13 07:00:00,Southern California,4.51,31.3,9264.8,42.8,11.4,54.5,0.01,9.26,2.71
CAF-2023-0307,42.0,-120.0436,2023-07-03 17:00:00,Northern Sierra Nevada,1.49,46.7,962.6,37.9,7.6,21.3,0.12,4.75,1.85
CAF-2023-0308,37.431,-121.7106,2023-09-17 12:00:00,Shasta Cascade,2.36,36.8,2909.4,40.2,5.0,60.7,0.04,7.16,3.52
CAF-2020-0309,41.157,-119.0068,2020-04-19 10:00:00,Northern Sierra Nevada,1.64,24.0,628.0,23.2,53.9,16.0,6.79,2.17,0.0
CAF-2019-0310,32.5,-118.5115,2019-11-17 16:00:00,Southern California,0.19,21.3,16.6,15.4,55.2,14.1,1.32,0.75,0.0
CAF-2020-0311,38.4815,-120.4005,2020-10-07 18:00:00,Central Valley Foothills,0.18,18.9,11.3,38.3,14.8,34.3,0.08,5.28,0.64
CAF-2023-0312,37.9743,-121.1168,2023-02-02 13:00:00,Central Valley Foothills,0.59,11.9,123.5,17.7,58.0,12.7,11.62,2.95,0.0
CAF-2023-0313,34.2151,-118.5899,2023-06-24 10:00:00,Southern California,3.33,22.8,6615.8,40.2,24.5,40.3,0.01,7.55,0.0
CAF-2021-0314,37.9977,-122.1641,2021-06-08 17:00:00,Bay Area Hills,0.76,17.3,173.2,43.0,24.6,41.1,0.42,5.48,0.0
CAF-2021-0315,32.5,-118.7289,2021-12-20 18:00:00,Southern California,2.84,16.5,2648.0,26.7,34.2,18.2,2.83,1.73,0.0
CAF-2019-0316,34.4829,-119.316,2019-08-10 07:00:00,Santa Barbara Ventura,2.22,12.3,1938.5,45.0,5.0,20.0,0.01,9.6,3.38
CAF-2023-0317,32.5,-117.0744,2023-07-12 19:00:00,San Diego County,0.47,23.2,39.8,39.7,35.7,23.9,0.11,8.48,0.0
CAF-2019-0318,41.1579,-122.0228,2019-06-07 17:00:00,Shasta Cascade,0.38,27.0,29.6,36.9,13.0,16.8,0.05,6.0,0.89
CAF-2023-0319,32.5,-115.8004,2023-03-23 16:00:00,San Diego County,0.55,11.5,58.1,9.5,53.5,5.5,5.85,3.1,0.0
CAF-2021-0320,38.7777,-122.9838,2021-11-22 09:00:00,Northern Sierra Nevada,2.82,15.7,2975.1,14.7,59.8,3.1,2.83,0.71,0.0
CAF-2018-0321,32.9834,-118.8842,2018-09-22 07:00:00,Southern California,0.31,6.4,30.1,40.2,9.1,31.7,0.11,8.37,2.36
CAF-2019-0322,40.3471,-122.4286,2019-08-07 15:00:00,Northern Sierra Nevada,9.34,85.9,25717.9,35.9,16.9,38.0,0.25,7.55,1.35
CAF-2021-0323,41.1406,-122.3425,2021-11-25 17:00:00,Shasta Cascade,0.33,27.2,63.0,17.5,38.6,23.6,2.03,0.0,0.0
CAF-2020-0324,33.5557,-119.1609,2020-03-19 12:00:00,Santa Barbara Ventura,0.64,5.3,251.4,16.2,59.1,20.2,4.83,2.79,0.0
CAF-2019-0325,33.1089,-116.3094,2019-01-07 15:00:00,San Diego County,3.84,57.4,6300.7,11.1,53.2,3.9,8.05,3.61,0.0
CAF-2022-0326,33.8643,-120.0232,2022-08-25 19:00:00,Southern California,3.87,61.6,7554.6,37.5,10.2,49.4,0.18,5.77,2.13
CAF-2019-0327,37.5513,-119.931,2019-07-22 13:00:00,Northern Sierra Nevada,3.64,17.9,5332.4,34.4,17.4,29.3,0.15,10.0,1.21
CAF-2019-0328,35.5992,-117.3484,2019-07-04 11:00:00,Southern California,2.35,41.7,2991.3,35.9,10.7,25.9,0.33,6.92,1.8
CAF-2020-0329,40.5457,-120.733,2020-07-22 12:00:00,Northern Sierra Nevada,1.98,8.9,2105.4,37.9,17.2,53.0,0.17,9.22,1.34
CAF-2020-0330,37.7404,-118.9482,2020-05-17 07:00:00,Northern Sierra Nevada,2.02,15.7,2386.2,16.3,61.3,16.4,2.97,5.48,0.0
CAF-2021-0331,35.1578,-119.3909,2021-09-08 06:00:00,Southern California,0.26,7.6,40.7,29.8,16.9,22.9,0.02,6.01,0.19
CAF-2022-0332,39.7226,-121.5135,2022-08-21 18:00:00,Northern Sierra Nevada,1.42,16.6,984.7,34.5,24.4,32.5,0.01,7.14,0.0
CAF-2020-0333,34.2223,-119.7485,2020-10-24 09:00:00,Santa Barbara Ventura,2.29,32.7,2751.8,35.7,22.3,35.2,0.64,6.0,0.0
CAF-2018-0334,37.5859,-119.0531,2018-08-13 10:00:00,Central Valley Foothills,3.88,21.1,3479.4,45.1,5.5,35.0,0.35,7.85,3.27
CAF-2023-0335,38.8136,-121.9273,2023-11-22 15:00:00,Northern Sierra Nevada,1.71,3.5,1374.5,23.3,66.8,25.8,3.76,1.9,0.0
CAF-2023-0336,40.9882,-121.969,2023-12-15 15:00:00,Northern Sierra Nevada,4.42,38.2,10900.1,20.8,42.4,17.4,3.29,3.51,0.0
CAF-2022-0337,33.1453,-117.4737,2022-11-04 13:00:00,Southern California,3.1,45.3,1709.6,17.8,62.2,28.8,5.27,4.49,0.0
CAF-2020-0338,34.2539,-117.602,2020-07-17 19:00:00,Southern California,0.12,8.2,5.9,46.1,5.3,26.3,0.22,5.75,2.51
CAF-2023-0339,33.7827,-116.7585,2023-05-20 06:00:00,Inland Empire,1.65,43.1,610.9,29.5,49.2,9.3,0.82,4.83,0.0
CAF-2018-0340,36.0823,-121.4879,2018-10-21 17:00:00,Central Valley Foothills,6.65,32.1,10357.8,50.0,16.3,38.0,0.25,9.51,1.68
CAF-2022-0341,36.8942,-121.1812,2022-10-26 15:00:00,Central Valley Foothills,5.28,41.7,10215.0,37.1,9.0,34.1,0.11,7.76,2.63
CAF-2023-0342,37.3908,-122.0869,2023-08-09 09:00:00,Bay Area Hills,4.26,38.0,8899.8,34.8,11.1,42.3,0.62,5.17,1.75
CAF-2022-0343,33.2691,-115.5726,2022-11-17 11:00:00,San Diego County,3.44,43.2,3524.5,20.8,42.6,1.0,10.31,2.58,0.0
CAF-2021-0344,35.2964,-117.8942,2021-09-03 09:00:00,Southern California,1.01,14.5,366.5,40.8,5.0,29.9,0.31,7.28,2.98
CAF-2023-0345,32.9255,-117.2428,2023-10-17 17:00:00,San Diego County,0.11,20.8,4.0,27.8,9.6,33.8,0.13,7.3,2.08
CAF-2022-0346,38.3564,-120.1559,2022-09-20 11:00:00,Central Valley Foothills,4.58,12.0,9416.1,40.2,24.8,23.6,0.22,7.28,0.0
CAF-2022-0347,37.3758,-121.9746,2022-07-12 19:00:00,Bay Area Hills,2.36,16.5,2473.5,40.7,7.5,14.8,0.61,9.0,2.69
CAF-2021-0348,41.3356,-121.4046,2021-11-20 15:00:00,Northern Sierra Nevada,0.55,6.0,102.5,17.8,44.9,14.5,0.96,3.5,0.0
CAF-2020-0349,42.0,-122.0405,2020-12-26 10:00:00,Shasta Cascade,3.39,25.9,5003.3,21.2,53.8,18.6,1.92,3.57,0.0
CAF-2020-0350,33.9205,-118.1841,2020-09-08 15:00:00,Inland Empire,2.4,22.7,1465.1,35.2,5.1,30.2,0.4,7.63,3.13
